,newsdesc,newstitle,titledesc
572,"Disamping ekonomis, Judesa ini juga didesain menggunakan material berkualitas hasil pabrikasi yang dikirim ke lokasi-lokasi yang umumnya dipelosok desa.",Kementerian PUPR Kembangkan Teknologi Judesa,"Disamping ekonomis, Judesa ini juga didesain menggunakan material berkualitas hasil pabrikasi yang dikirim ke lokasi-lokasi yang umumnya dipelosok desa. Kementerian PUPR Kembangkan Teknologi Judesa"
573,Dukungan PSU bagi rumah MBR menjadi stimulan bagi pengembang membangun rumah untuk MBR.,Kementerian PUPR Telah Beri Bantuan PSU Untuk 27.283 Unit Rumah,Dukungan PSU bagi rumah MBR menjadi stimulan bagi pengembang membangun rumah untuk MBR. Kementerian PUPR Telah Beri Bantuan PSU Untuk 27.283 Unit Rumah
574,"Khusus untuk Sekretariat Jenderal, pada 2017 akan berfokus untuk membenahi aset yang ada di Kementerian PUPR.","Anggaran Kementerian PUPR Tahun 2017 Diusulkan Rp105,56 Triliun","Khusus untuk Sekretariat Jenderal, pada 2017 akan berfokus untuk membenahi aset yang ada di Kementerian PUPR. Anggaran Kementerian PUPR Tahun 2017 Diusulkan Rp105,56 Triliun"
575,"Pembangunan Bandung Intra Urban Toll Road (BIUTR) Pasteur-Cileunyi-Gedebage sepanjang 27,50 kilometer. ",Kementerian PUPR Dukung Pembangunan Tol Dalam Kota Bandung,"Pembangunan Bandung Intra Urban Toll Road (BIUTR) Pasteur-Cileunyi-Gedebage sepanjang 27,50 kilometer.  Kementerian PUPR Dukung Pembangunan Tol Dalam Kota Bandung"
576,"Basuki Hadimuljono melaksanakan sholat Idul Adha di Masjid As Salam yang berada di Lingkungan Kementerian PUPR, Kebayoran Baru, Jakarta, Senin (12/9/2016).",Menteri PUR Saksikan Penyembelihan Hewan Qurban di Komplek PUPR,"Basuki Hadimuljono melaksanakan sholat Idul Adha di Masjid As Salam yang berada di Lingkungan Kementerian PUPR, Kebayoran Baru, Jakarta, Senin (12/9/2016). Menteri PUR Saksikan Penyembelihan Hewan Qurban di Komplek PUPR"
577,Kementerian PUPR mendukung penyelenggaraan Asian Games XVIII-2018 yang akan berlangsung di Jakarta dan Palembang Agustus 2018.,Kementerian PUPR Kebut Proyek 10 Tower Wisma Atlet di Palembang,Kementerian PUPR mendukung penyelenggaraan Asian Games XVIII-2018 yang akan berlangsung di Jakarta dan Palembang Agustus 2018. Kementerian PUPR Kebut Proyek 10 Tower Wisma Atlet di Palembang
578, Badan Pengatur Jalan Tol (BPJT) melakukan koordinasi dengan Kementerian Perhubungan dan Korlantas Polri.,Ini Strategi Kementerian PUPR Bila Terjadi Kemacetan Idul Adha, Badan Pengatur Jalan Tol (BPJT) melakukan koordinasi dengan Kementerian Perhubungan dan Korlantas Polri. Ini Strategi Kementerian PUPR Bila Terjadi Kemacetan Idul Adha
579,Unit layanan pengadaan dan pokja pengadaan barang jasa menjadi ujung tombak Kementerian PUPR.,Kementerian PUPR Targetkan Lelang Dini 2017 Capai Rp40 Triliun,Unit layanan pengadaan dan pokja pengadaan barang jasa menjadi ujung tombak Kementerian PUPR. Kementerian PUPR Targetkan Lelang Dini 2017 Capai Rp40 Triliun
580,"Program penanganan jangka panjang masih terus dilakukan seperti penyelesaian pembangunan sodetan Kali Ciliwung ke KBT, pembangunan polder Kali Mati.",PUPR Siagakan Alat Berat & Pompa di Seluruh Wilayah Sungai,"Program penanganan jangka panjang masih terus dilakukan seperti penyelesaian pembangunan sodetan Kali Ciliwung ke KBT, pembangunan polder Kali Mati. PUPR Siagakan Alat Berat & Pompa di Seluruh Wilayah Sungai"
581,"Dari hasil audit Tim Audit Teknis Kementerian PUPR, diketahui bahwa kondisi kontur tanah sedikit rawan.",Kementerian PUPR Siap Lanjutkan Proyek Hambalang,"Dari hasil audit Tim Audit Teknis Kementerian PUPR, diketahui bahwa kondisi kontur tanah sedikit rawan. Kementerian PUPR Siap Lanjutkan Proyek Hambalang"
582,Kementerian Pekerjaan Umum dan Perumahan Rakyat saat ini tengah menyelesaikan pembangunan jalan lingkar Raja Ampat yang memiliki total panjang 342 km.,Kementerian PUPR Selesaikan 342 Km Jalan Menuju Raja Ampat,Kementerian Pekerjaan Umum dan Perumahan Rakyat saat ini tengah menyelesaikan pembangunan jalan lingkar Raja Ampat yang memiliki total panjang 342 km. Kementerian PUPR Selesaikan 342 Km Jalan Menuju Raja Ampat
583,Kementerian PUPR akan berkoordinasi dengan kementerian/lembaga terkait lainnya guna pembahasan lebih lanjut.,Kementerian PUPR Tugaskan Perumnas Kelola Perumahan Subsidi,Kementerian PUPR akan berkoordinasi dengan kementerian/lembaga terkait lainnya guna pembahasan lebih lanjut. Kementerian PUPR Tugaskan Perumnas Kelola Perumahan Subsidi
584,Paling penting adalah bagaimana infrastruktur yang dibangun dapat dirasakan manfaatnya untuk mendorong pertumbuhan ekonomi.,Menteri PUPR: Kualitas Infrastruktur yang Dibangun Harus Dijaga,Paling penting adalah bagaimana infrastruktur yang dibangun dapat dirasakan manfaatnya untuk mendorong pertumbuhan ekonomi. Menteri PUPR: Kualitas Infrastruktur yang Dibangun Harus Dijaga
585,"Mereka diduga menerima fee hingga miliaran rupiah dari Direktur PT Windu Tunggal Utama, Abdul Khoir.",KPK Periksa Penyuap Damayanti di Proyek Jalan Kementerian PUPR,"Mereka diduga menerima fee hingga miliaran rupiah dari Direktur PT Windu Tunggal Utama, Abdul Khoir. KPK Periksa Penyuap Damayanti di Proyek Jalan Kementerian PUPR"
586,Standar dan penggunaan sistem moduler dalam pembangunan rumah sehingga mempercepat waktu pembangunan rumah untuk masyarakat. ,Menteri PUPR: Sistem Moduler Bikin Pembangunan Rumah Lebih Cepat,Standar dan penggunaan sistem moduler dalam pembangunan rumah sehingga mempercepat waktu pembangunan rumah untuk masyarakat.  Menteri PUPR: Sistem Moduler Bikin Pembangunan Rumah Lebih Cepat
587,Program Sejuta Rumah tidak akan berjalan dengan baik jika tidak ada partisipasi aktif dari mitra kerja.,Kementerian PUPR Beri Penghargaan Kepada Bank dan Pengembang,Program Sejuta Rumah tidak akan berjalan dengan baik jika tidak ada partisipasi aktif dari mitra kerja. Kementerian PUPR Beri Penghargaan Kepada Bank dan Pengembang
588,"Pemerintah mendorong para stakeholderyang terlibat dalam pengembangan Kota Baru Publik Maja, untuk dapat mengimplementasikan komitmennya.",Kementerian PUPR Dorong Pembangunan Kota Baru Maja,"Pemerintah mendorong para stakeholderyang terlibat dalam pengembangan Kota Baru Publik Maja, untuk dapat mengimplementasikan komitmennya. Kementerian PUPR Dorong Pembangunan Kota Baru Maja"
589,Basuki mengakui bahwa tantangan dalam penyediaan rumah baru layak huni dan terjangkau sampai kini masih cukup berat.,"Versi Menteri PUPR, Inilah Penghambat Program Sejuta Rumah","Basuki mengakui bahwa tantangan dalam penyediaan rumah baru layak huni dan terjangkau sampai kini masih cukup berat. Versi Menteri PUPR, Inilah Penghambat Program Sejuta Rumah"
590,Proyek yang akan didanai APBN ini telah masuk dalam rencana program 2017.,Kementerian PUPR akan Bangun Underpass Pertama di Kota Surabaya,Proyek yang akan didanai APBN ini telah masuk dalam rencana program 2017. Kementerian PUPR akan Bangun Underpass Pertama di Kota Surabaya
591,Tantangan dalam penyediaan rumah baru layak huni dan terjangkau masih cukup berat.,Menteri PUPR Hadiri Groundbreaking Rusunami Sentraland Bekasi,Tantangan dalam penyediaan rumah baru layak huni dan terjangkau masih cukup berat. Menteri PUPR Hadiri Groundbreaking Rusunami Sentraland Bekasi
592,"Keberadaan perda rusunawa harus disiapkan sebelum mengajukan permohonan bantuan rusunawa.
",Kementerian PUPR Minta Pemda Siapkan Perda Rusunawa,"Keberadaan perda rusunawa harus disiapkan sebelum mengajukan permohonan bantuan rusunawa.
 Kementerian PUPR Minta Pemda Siapkan Perda Rusunawa"
593, Kepemilikan sertifikat layak fungsi pada sebuah bangunan komersial perlu menjadi perhatian calon pembeli.,Kementerian PUPR Minta Konsumen Properti Cermati SLF, Kepemilikan sertifikat layak fungsi pada sebuah bangunan komersial perlu menjadi perhatian calon pembeli. Kementerian PUPR Minta Konsumen Properti Cermati SLF
594,"Namun, Basuki mengatakan target penyelesaian secara keseluruhan pada 2018 mendatang.",Kementerian PUPR Kebut Pembangunan Tol Trans Jawa,"Namun, Basuki mengatakan target penyelesaian secara keseluruhan pada 2018 mendatang. Kementerian PUPR Kebut Pembangunan Tol Trans Jawa"
595,"Ignasius Jonan mengatakan, kemacetan yang terjadi di Brexit lantaran ada peningkatan jumlah kendaraan selama arus mudik 2016.","Tol Brexit Macet Parah, Menhub Kritik Kementerian PUPR","Ignasius Jonan mengatakan, kemacetan yang terjadi di Brexit lantaran ada peningkatan jumlah kendaraan selama arus mudik 2016. Tol Brexit Macet Parah, Menhub Kritik Kementerian PUPR"
596,Kelayakan jalur mudik belum 100 persen.,Menteri PUPR Terima Laporan Tim Ekspedisi Mudik 2016,Kelayakan jalur mudik belum 100 persen. Menteri PUPR Terima Laporan Tim Ekspedisi Mudik 2016
597,Jalan tol Cikampek diprediksi akan menjadi tempat kemacetan yang luar biasa.,Kementerian PUPR Harus Kebut Jembatan Pah dan Sipahit Sebelum H-6,Jalan tol Cikampek diprediksi akan menjadi tempat kemacetan yang luar biasa. Kementerian PUPR Harus Kebut Jembatan Pah dan Sipahit Sebelum H-6
598,Pemerintah pusat juga akan mengirimkan empat pompa bantuan untuk menyedot air rob.,"Atasi Rob Semarang, Menteri PUPR Lakukan Langkah Darurat","Pemerintah pusat juga akan mengirimkan empat pompa bantuan untuk menyedot air rob. Atasi Rob Semarang, Menteri PUPR Lakukan Langkah Darurat"
599,Kemunculan UU No 2 Tahun 2012 membuat proses pembebasan lahan proyek infrastruktur lebih cepat daripada sebelumnya.,Menteri PUPR Klaim Pembebasan Lahan Infrastruktur Kini Cepat,Kemunculan UU No 2 Tahun 2012 membuat proses pembebasan lahan proyek infrastruktur lebih cepat daripada sebelumnya. Menteri PUPR Klaim Pembebasan Lahan Infrastruktur Kini Cepat
600,Dia pun menilai bahwa persoalan tersebut dimanfaatkan oleh kelompok tertentu.,"Soal Reklamasi, Staf Khusus Menteri PUPR Bela Ahok","Dia pun menilai bahwa persoalan tersebut dimanfaatkan oleh kelompok tertentu. Soal Reklamasi, Staf Khusus Menteri PUPR Bela Ahok"
601,"""Saya kira saya sudah memberikan semua penjelasannya sesuai tugas dan fungsi saya sebagai Menteri PUPR atas kasus jalan di Maluku"".","Jadi Saksi Damayanti, Basuki Jelaskan Tugas Sebagai Menteri PUPR","""Saya kira saya sudah memberikan semua penjelasannya sesuai tugas dan fungsi saya sebagai Menteri PUPR atas kasus jalan di Maluku"". Jadi Saksi Damayanti, Basuki Jelaskan Tugas Sebagai Menteri PUPR"
602,KPK masih menyelidiki kasus dugaan suap proyek infrastruktur jalan di Maluku.,"Terkait Kasus Damayanti, KPK Periksa Menteri PUPR","KPK masih menyelidiki kasus dugaan suap proyek infrastruktur jalan di Maluku. Terkait Kasus Damayanti, KPK Periksa Menteri PUPR"
603,"Mencakup biaya rehabilitasi gedung, pembelian kendaraan untuk proyek, biaya seminar, dan rapat serta perjalanan dinas.","Sebanyak Rp8,4 Triliun Anggaran Kementerian PUPR Dipangkas","Mencakup biaya rehabilitasi gedung, pembelian kendaraan untuk proyek, biaya seminar, dan rapat serta perjalanan dinas. Sebanyak Rp8,4 Triliun Anggaran Kementerian PUPR Dipangkas"
604,"""Yang bersangkutan diperiksa sebagai saksi untuk tersangka BSU,"" kata Priharsa.","Usut Kasus Politisi Golkar, KPK Periksa Sekjen Kementerian PUPR","""Yang bersangkutan diperiksa sebagai saksi untuk tersangka BSU,"" kata Priharsa. Usut Kasus Politisi Golkar, KPK Periksa Sekjen Kementerian PUPR"
605,"Selain Amran, KPK menjadwalkan pemeriksaan terhadap direktur perusahaan kontraktor.","Kasus Damayanti, KPK Periksa Kepala Balai Kementerian PUPR","Selain Amran, KPK menjadwalkan pemeriksaan terhadap direktur perusahaan kontraktor. Kasus Damayanti, KPK Periksa Kepala Balai Kementerian PUPR"
606,Kementerian PUPR bekerja sama dengan Perumnas guna pengelolaan rumah susun sederhana sewa (Rusunawa) ,Kementerian PUPR dan Perumnas Kerja Sama Kelola Rusunawa,Kementerian PUPR bekerja sama dengan Perumnas guna pengelolaan rumah susun sederhana sewa (Rusunawa)  Kementerian PUPR dan Perumnas Kerja Sama Kelola Rusunawa
607,Ini untuk mempercepat penyerapan Anggaran Pendapat dan Belanja Negara (APBN) 2015.,Kementerian PUPR Minta Daerah Percepat Pembangunan,Ini untuk mempercepat penyerapan Anggaran Pendapat dan Belanja Negara (APBN) 2015. Kementerian PUPR Minta Daerah Percepat Pembangunan
608,Taufik berkomitmen memacu semangat kementeriannya untuk terus menyerap anggaran lebih maksimal hingga akhir tahun. ,"Serap Anggaran Baru 29 persen, Menteri PUPR Didatangi Pengusaha","Taufik berkomitmen memacu semangat kementeriannya untuk terus menyerap anggaran lebih maksimal hingga akhir tahun.  Serap Anggaran Baru 29 persen, Menteri PUPR Didatangi Pengusaha"
609,Ia tak menampik penyerapan anggaran di kementeriannya masih tergolong rendah. ,PUPR Targetkan Serap Anggaran Rp70 Triliun Hingga Akhir Tahun,Ia tak menampik penyerapan anggaran di kementeriannya masih tergolong rendah.  PUPR Targetkan Serap Anggaran Rp70 Triliun Hingga Akhir Tahun
610,"Pelelangan bakal dilanjutkan pada September senilai Rp7,62 T, Oktober Rp8,5 T, November Rp5,74 T serta Desember Rp2,76 T.",Kementerian PUPR Lelang Proyek Jalan Dan Jembatan,"Pelelangan bakal dilanjutkan pada September senilai Rp7,62 T, Oktober Rp8,5 T, November Rp5,74 T serta Desember Rp2,76 T. Kementerian PUPR Lelang Proyek Jalan Dan Jembatan"
611,"Diharapkan hingga akhir tahun, Kementerian PUPR bisa bangun 600 unit rumah sederhana.","Dana Subsidi KPR Habis, Menteri PUPR Minta Tambahan Rp750 Miliar","Diharapkan hingga akhir tahun, Kementerian PUPR bisa bangun 600 unit rumah sederhana. Dana Subsidi KPR Habis, Menteri PUPR Minta Tambahan Rp750 Miliar"
612,"Dana yang diperlukan sekitar Rp1,9 triliun.",Menteri PUPR: Pembangunan Dua Waduk Antibanjir Sudah Dimulai,"Dana yang diperlukan sekitar Rp1,9 triliun. Menteri PUPR: Pembangunan Dua Waduk Antibanjir Sudah Dimulai"
613,Maskot Oppo yang biasanya terlihat menggemaskan juga sempat terjatuh di pinggir jalan.,"Ketakutan, Begini Reaksi Maskot Oppo saat Didekati Ondel-ondel","Maskot Oppo yang biasanya terlihat menggemaskan juga sempat terjatuh di pinggir jalan. Ketakutan, Begini Reaksi Maskot Oppo saat Didekati Ondel-ondel"
614,"""Korban ini diperkosa hingga korban lemas, kata Yoga.","Ditinggal Beli Makan, Siswi SMK Digilir 9 Pemuda di Parkiran Kantor Bupati","""Korban ini diperkosa hingga korban lemas, kata Yoga. Ditinggal Beli Makan, Siswi SMK Digilir 9 Pemuda di Parkiran Kantor Bupati"
615,Pelatih Tottenham Hotspur itu berani membandingkan Son Heung-min dengan Lionel Messi.,"Kembali Jadi Penyelamat Tottenham, Pochettino Sejajarkan Son dengan Messi","Pelatih Tottenham Hotspur itu berani membandingkan Son Heung-min dengan Lionel Messi. Kembali Jadi Penyelamat Tottenham, Pochettino Sejajarkan Son dengan Messi"
616,Ashanty khawatir dengan nasib anak-anak setelah diserang Jerinx SID.,"Jerinx SID Terus Berkoar, Ashanty Nangis dan Berdoa","Ashanty khawatir dengan nasib anak-anak setelah diserang Jerinx SID. Jerinx SID Terus Berkoar, Ashanty Nangis dan Berdoa"
617,"Selain Marcell, Harvey Malaiholo, Bonita hingga Wizzy ikut memeriahkan konser bertajuk Erros Chrisye Yockie: Tembang Persada Sang Tritunggal",Marcell Berhasil Hadirkan Ruh Chrisye dan Yockie Suryoprayogo,"Selain Marcell, Harvey Malaiholo, Bonita hingga Wizzy ikut memeriahkan konser bertajuk Erros Chrisye Yockie: Tembang Persada Sang Tritunggal Marcell Berhasil Hadirkan Ruh Chrisye dan Yockie Suryoprayogo"
618,"""Api sudah membesar, saya berteriak ke pemilik rumah,"" kata Zaenal, Minggu (23/1/2019).","Semarang 4 Hari Diteror Pembakar Kendaraan, Warga Lihat Terduga Pelakunya","""Api sudah membesar, saya berteriak ke pemilik rumah,"" kata Zaenal, Minggu (23/1/2019). Semarang 4 Hari Diteror Pembakar Kendaraan, Warga Lihat Terduga Pelakunya"
619,Wanita ini juga tak sengaja mencuci tangannya di dalam gelas yang berisi es teh.,"Asyik Ngobrol saat Makan, Wanita Ini Tak Sengaja Minum Air Kobokan","Wanita ini juga tak sengaja mencuci tangannya di dalam gelas yang berisi es teh. Asyik Ngobrol saat Makan, Wanita Ini Tak Sengaja Minum Air Kobokan"
620,"Ketua Tim Nasional Jenggala Center, Iskandar Mandji menyampaikan kehadiran Jusuf Kalla untuk menunjukkan bentuk dukungan terhadap Jokowi Ma'ruf.",JK Hadiri Rakornas Jenggala untuk Pemenangan Jokowi-Maruf,"Ketua Tim Nasional Jenggala Center, Iskandar Mandji menyampaikan kehadiran Jusuf Kalla untuk menunjukkan bentuk dukungan terhadap Jokowi Ma'ruf. JK Hadiri Rakornas Jenggala untuk Pemenangan Jokowi-Maruf"
621,Para seleb Indonesia ini sampai pindah jurusan atau berhenti kuliah.,"Sampai Berhenti, 6 Seleb Indonesia Ini Merasa Salah Jurusan Kuliah","Para seleb Indonesia ini sampai pindah jurusan atau berhenti kuliah. Sampai Berhenti, 6 Seleb Indonesia Ini Merasa Salah Jurusan Kuliah"
622,"Musim hujan memang rentan flu, karenanya Anda harus tahu cara tepat menangkal sekaligus meredakannya.","Musim Hujan Rentan Flu, Lima Cara Ini Ampuh Meredakannya","Musim hujan memang rentan flu, karenanya Anda harus tahu cara tepat menangkal sekaligus meredakannya. Musim Hujan Rentan Flu, Lima Cara Ini Ampuh Meredakannya"
623,"Jika dikenakan dengan benar, masker dapat membantu memblokir butiran partikel besar hingga percikan mengandung kuman.","Viral Video Pria Ajari tentang Cara Pemakaian Masker, Begini Faktanya","Jika dikenakan dengan benar, masker dapat membantu memblokir butiran partikel besar hingga percikan mengandung kuman. Viral Video Pria Ajari tentang Cara Pemakaian Masker, Begini Faktanya"
624,Kekasih Al Ghazali mengaku akan terus mendukung langkah sang pacar.,"Mewek di Konser Dewa 19, Al Ghazali Dapat Peluk Cium dari Pacar","Kekasih Al Ghazali mengaku akan terus mendukung langkah sang pacar. Mewek di Konser Dewa 19, Al Ghazali Dapat Peluk Cium dari Pacar"
625,"Menurut pengacara, Vanessa Angel layak mendapat penangguhan penahanan karena selama ini selalu bersikap kooperatif.",Pengacara Masih Usahakan Penangguhan Penahanan Vanessa Angel,"Menurut pengacara, Vanessa Angel layak mendapat penangguhan penahanan karena selama ini selalu bersikap kooperatif. Pengacara Masih Usahakan Penangguhan Penahanan Vanessa Angel"
626,Pendalaman itu dilakukan lantaran ada dugaan korban tak dilengkapi standar keamanan saat melakukan pengerjaan pemasangan instalasi listrik.,"Tewas Tersengat Listrik, Jasad Ahmad Menggantung di Tiang Sutet","Pendalaman itu dilakukan lantaran ada dugaan korban tak dilengkapi standar keamanan saat melakukan pengerjaan pemasangan instalasi listrik. Tewas Tersengat Listrik, Jasad Ahmad Menggantung di Tiang Sutet"
627,Saat itu dua paman si gadis datang ke rumah untuk menghadiri sebuah acara keluarga.,"Gadis Sakit Jiwa Diperkosa 2 Paman sampai Hamil 8 Bulan, Diancam Dibunuh","Saat itu dua paman si gadis datang ke rumah untuk menghadiri sebuah acara keluarga. Gadis Sakit Jiwa Diperkosa 2 Paman sampai Hamil 8 Bulan, Diancam Dibunuh"
628,"Rojih juga menganggap tidak ada yang salah ketika Ketua Umum PPP, M Romahurmuziy atu Romi memberitahu Mbah Moen yang kepleset lidah menyebut nama Prabowo saat memimpin doa.","Jadi Kontroversi, Cucu Sesalkan Ada yang Politisir Doa Mbah Moen","Rojih juga menganggap tidak ada yang salah ketika Ketua Umum PPP, M Romahurmuziy atu Romi memberitahu Mbah Moen yang kepleset lidah menyebut nama Prabowo saat memimpin doa. Jadi Kontroversi, Cucu Sesalkan Ada yang Politisir Doa Mbah Moen"
